"entr_tag_id","entr_tag_name","logical_node","sensor_name","presentation_name","si_unit","value_type","data_type","collector_type"
"223","WCNV.ASpt_10m_Max","WCNV.","ASpt_10m_Max","Converter current set point    ","A","Setpoint","Double","10 minute tag"
"224","WCNV.ASpt_10m_Min","WCNV.","ASpt_10m_Min","Converter current set point    ","A","Setpoint","Double","10 minute tag"
"225","WCNV.ASpt_10m_Std","WCNV.","ASpt_10m_Std","Converter current set point    ","A","Setpoint","Double","10 minute tag"
"226","WCNV.AuxTrfTmp","WCNV.","AuxTrfTmp","Auxiliary Transformer Temp","°C","Live Value","Double","Live Value"
"227","WCNV.AuxTrfTmp_10m_Avg","WCNV.","AuxTrfTmp_10m_Avg","Auxiliary Transformer Temp","°C","Average","Double","10 minute tag"
"228","WCNV.AuxTrfTmp_10m_Max","WCNV.","AuxTrfTmp_10m_Max","Auxiliary Transformer Temp","°C","Maximum","Double","10 minute tag"
"229","WCNV.AuxTrfTmp_10m_Min","WCNV.","AuxTrfTmp_10m_Min","Auxiliary Transformer Temp","°C","Minimum","Double","10 minute tag"
"230","WCNV.AuxTrfTmp_10m_Std","WCNV.","AuxTrfTmp_10m_Std","Auxiliary Transformer Temp","°C","Standard Deviation","Double","10 minute tag"
"231","WCNV.BusBarTmp","WCNV.","BusBarTmp","Converter Busbar Temp","°C","Live Value","Double","Live Value"
"232","WCNV.BusBarTmp_10m_Avg","WCNV.","BusBarTmp_10m_Avg","Converter Busbar Temp","°C","Average","Double","10 minute tag"
"233","WCNV.BusBarTmp_10m_Max","WCNV.","BusBarTmp_10m_Max","Converter Busbar Temp","°C","Maximum","Double","10 minute tag"
"234","WCNV.BusBarTmp_10m_Min","WCNV.","BusBarTmp_10m_Min","Converter Busbar Temp","°C","Minimum","Double","10 minute tag"
"235","WCNV.BusBarTmp_10m_Std","WCNV.","BusBarTmp_10m_Std","Converter Busbar Temp","°C","Standard Deviation","Double","10 minute tag"
"236","WCNV.BypassCnt","WCNV.","BypassCnt","Number of activations of the bypass contactor","Count","Total Counter","Long","Live Value"
"237","WCNV.BypassCnt_10m_End","WCNV.","BypassCnt_10m_End","Number of activations of the bypass contactor","Count","Endvalue","Long","10 minute tag"
"238","WCNV.BypassTms","WCNV.","BypassTms","Time the by-pass contactor has been activated","seconds","Total Counter","Long","Live Value"
"239","WCNV.BypassTms_10m_End","WCNV.","BypassTms_10m_End","Time the by-pass contactor has been activated","seconds","Endvalue","Long","10 minute tag"
"240","WCNV.ClAirTmp","WCNV.","ClAirTmp","Converter Cooling Air Temp","°C","Live Value","Double","Live Value"
"241","WCNV.ClAirTmp_10m_Avg","WCNV.","ClAirTmp_10m_Avg","Converter Cooling Air Temp","°C","Average","Double","10 minute tag"
"242","WCNV.ClAirTmp_10m_Max","WCNV.","ClAirTmp_10m_Max","Converter Cooling Air Temp","°C","Maximum","Double","10 minute tag"
"243","WCNV.ClAirTmp_10m_Min","WCNV.","ClAirTmp_10m_Min","Converter Cooling Air Temp","°C","Minimum","Double","10 minute tag"
"244","WCNV.ClAirTmp_10m_Std","WCNV.","ClAirTmp_10m_Std","Converter Cooling Air Temp","°C","Standard Deviation","Double","10 minute tag"
"245","WCNV.ClSt","WCNV.","ClSt","Converter Cooling System Status","Enum","Live Value","Long","Live Value"
"246","WCNV.ClWtrPress","WCNV.","ClWtrPress","Converter Cooling Water Pressure","bar","Live Value","Double","Live Value"
"247","WCNV.ClWtrPress_10m_Avg","WCNV.","ClWtrPress_10m_Avg","Converter Cooling Water Pressure","bar","Average","Double","10 minute tag"
"248","WCNV.ClWtrPress_10m_Max","WCNV.","ClWtrPress_10m_Max","Converter Cooling Water Pressure","bar","Maximum","Double","10 minute tag"
"249","WCNV.ClWtrPress_10m_Min","WCNV.","ClWtrPress_10m_Min","Converter Cooling Water Pressure","bar","Minimum","Double","10 minute tag"
"250","WCNV.ClWtrPress_10m_Std","WCNV.","ClWtrPress_10m_Std","Converter Cooling Water Pressure","bar","Standard Deviation","Double","10 minute tag"
"251","WCNV.ClWtrTmp","WCNV.","ClWtrTmp","Converter Cooling Water Temp","°C","Live Value","Double","Live Value"
"252","WCNV.ClWtrTmp_10m_Avg","WCNV.","ClWtrTmp_10m_Avg","Converter Cooling Water Temp","°C","Average","Double","10 minute tag"
"253","WCNV.ClWtrTmp_10m_Max","WCNV.","ClWtrTmp_10m_Max","Converter Cooling Water Temp","°C","Maximum","Double","10 minute tag"
"254","WCNV.ClWtrTmp_10m_Min","WCNV.","ClWtrTmp_10m_Min","Converter Cooling Water Temp","°C","Minimum","Double","10 minute tag"
"255","WCNV.ClWtrTmp_10m_Std","WCNV.","ClWtrTmp_10m_Std","Converter Cooling Water Temp","°C","Standard Deviation","Double","10 minute tag"
"256","WCNV.CnvOpSt","WCNV.","CnvOpSt","Converter Operation Status","Enum","Live Value","Long","Live Value"
"257","WCNV.CtlPnlFanCnt","WCNV.","CtlPnlFanCnt","Number of activations of the control panel fan","Count","Total Counter","Long","Live Value"
"258","WCNV.CtlPnlFanCnt_10m_End","WCNV.","CtlPnlFanCnt_10m_End","Number of activations of the control panel fan","Count","Endvalue","Long","10 minute tag"
"259","WCNV.CtlPnlFanTms","WCNV.","CtlPnlFanTms","Time control panel fan has been activated","seconds","Total Counter","Long","Live Value"
"260","WCNV.CtlPnlFanTms_10m_End","WCNV.","CtlPnlFanTms_10m_End","Time control panel fan has been activated","seconds","Endvalue","Long","10 minute tag"
"261","WCNV.CtlPnlHtCnt","WCNV.","CtlPnlHtCnt","Number of activations of control panel heater","Count","Total Counter","Long","Live Value"
"262","WCNV.CtlPnlHtCnt_10m_End","WCNV.","CtlPnlHtCnt_10m_End","Number of activations of control panel heater","Count","Endvalue","Long","10 minute tag"
"263","WCNV.CtlPnlHtTms","WCNV.","CtlPnlHtTms","Time control panel heat has been activated","seconds","Total Counter","Long","Live Value"
"264","WCNV.CtlPnlHtTms_10m_End","WCNV.","CtlPnlHtTms_10m_End","Time control panel heat has been activated","seconds","Endvalue","Long","10 minute tag"
"265","WCNV.CtlPnlTmp","WCNV.","CtlPnlTmp","Control Panel Temp","°C","Live Value","Double","Live Value"
"266","WCNV.CtlPnlTmp_10m_Avg","WCNV.","CtlPnlTmp_10m_Avg","Control Panel Temp","°C","Average","Double","10 minute tag"
"267","WCNV.CtlPnlTmp_10m_Max","WCNV.","CtlPnlTmp_10m_Max","Control Panel Temp","°C","Maximum","Double","10 minute tag"
"268","WCNV.CtlPnlTmp_10m_Min","WCNV.","CtlPnlTmp_10m_Min","Control Panel Temp","°C","Minimum","Double","10 minute tag"
"269","WCNV.CtlPnlTmp_10m_Std","WCNV.","CtlPnlTmp_10m_Std","Control Panel Temp","°C","Standard Deviation","Double","10 minute tag"
"270","WCNV.CtlTmp","WCNV.","CtlTmp","Converter Panel Temp","°C","Live Value","Double","Live Value"
"271","WCNV.CtlTmp_10m_Avg","WCNV.","CtlTmp_10m_Avg","Converter Panel Temp","°C","Average","Double","10 minute tag"
"272","WCNV.CtlTmp_10m_Max","WCNV.","CtlTmp_10m_Max","Converter Panel Temp","°C","Maximum","Double","10 minute tag"
"273","WCNV.CtlTmp_10m_Min","WCNV.","CtlTmp_10m_Min","Converter Panel Temp","°C","Minimum","Double","10 minute tag"
"274","WCNV.CtlTmp_10m_Std","WCNV.","CtlTmp_10m_Std","Converter Panel Temp","°C","Standard Deviation","Double","10 minute tag"
"275","WCNV.CtlTmp1","WCNV.","CtlTmp1","Converter Panel 1 Temp","°C","Live Value","Double","Live Value"
"276","WCNV.CtlTmp1_10m_Avg","WCNV.","CtlTmp1_10m_Avg","Converter Panel 1 Temp","°C","Average","Double","10 minute tag"
"277","WCNV.CtlTmp2","WCNV.","CtlTmp2","Converter Panel 2 Temp","°C","Live Value","Double","Live Value"
"278","WCNV.CtlTmp2_10m_Avg","WCNV.","CtlTmp2_10m_Avg","Converter Panel 2 Temp","°C","Average","Double","10 minute tag"
"279","WCNV.DclA","WCNV.","DclA","Converter DC-link Current","A","Live Value","Double","Live Value"
"280","WCNV.DclA1","WCNV.","DclA1","Converter DC-link L1 Current","A","Live Value","Double","Live Value"
"281","WCNV.DclA2","WCNV.","DclA2","Converter DC-link L2 Current","A","Live Value","Double","Live Value"
"282","WCNV.DclA3","WCNV.","DclA3","Converter DC-link L3 Current","A","Live Value","Double","Live Value"
"283","WCNV.DclTmp","WCNV.","DclTmp","Converter DC-link Temp","°C","Live Value","Double","Live Value"
"284","WCNV.DclTmp_10m_Avg","WCNV.","DclTmp_10m_Avg","Converter DC-link Temp","°C","Average","Double","10 minute tag"
"285","WCNV.DclTmp_10m_Max","WCNV.","DclTmp_10m_Max","Converter DC-link Temp","°C","Maximum","Double","10 minute tag"
"286","WCNV.DclTmp_10m_Min","WCNV.","DclTmp_10m_Min","Converter DC-link Temp","°C","Minimum","Double","10 minute tag"
"287","WCNV.DclTmp_10m_Std","WCNV.","DclTmp_10m_Std","Converter DC-link Temp","°C","Standard Deviation","Double","10 minute tag"
"288","WCNV.DclV","WCNV.","DclV","Converter DC-link Voltage","V","Live Value","Double","Live Value"
"289","WCNV.DclV_10m_Avg","WCNV.","DclV_10m_Avg","Converter DC-link Voltage","V","Average","Double","10 minute tag"
"290","WCNV.DclV_10m_Max","WCNV.","DclV_10m_Max","Converter DC-link Voltage","V","Maximum","Double","10 minute tag"
"291","WCNV.DclV_10m_Min","WCNV.","DclV_10m_Min","Converter DC-link Voltage","V","Minimum","Double","10 minute tag"
"292","WCNV.DclV_10m_Std","WCNV.","DclV_10m_Std","Converter DC-link Voltage","V","Standard Deviation","Double","10 minute tag"
"293","WCNV.DmdTorq","WCNV.","DmdTorq","Converter Torque setpoint","Enum","Live Value","Double","Live Value"
"294","WCNV.DmdTorq_10m_Avg","WCNV.","DmdTorq_10m_Avg","Converter Torque setpoint","Enum","Average","Double","10 minute tag"
"295","WCNV.DmdTorq_10m_Max","WCNV.","DmdTorq_10m_Max","Converter Torque setpoint","Enum","Maximum","Double","10 minute tag"
"296","WCNV.DmdTorq_10m_Min","WCNV.","DmdTorq_10m_Min","Converter Torque setpoint","Enum","Minimum","Double","10 minute tag"
"297","WCNV.DmdTorq_10m_Std","WCNV.","DmdTorq_10m_Std","Converter Torque setpoint","Enum","Standard Deviation","Double","10 minute tag"
"298","WCNV.G1Cnt","WCNV.","G1Cnt","Number of activations of the generator 1 contactor","Count","Total Counter","Long","Live Value"
"299","WCNV.G1Cnt_10m_End","WCNV.","G1Cnt_10m_End","Number of activations of the generator 1 contactor","Count","Endvalue","Long","10 minute tag"
"300","WCNV.G1OpTms","WCNV.","G1OpTms","Time the Generator 1 contactor has been activated","seconds","Total Counter","Long","Live Value"
"301","WCNV.G1OpTms_10m_End","WCNV.","G1OpTms_10m_End","Time the Generator 1 contactor has been activated","seconds","Endvalue","Long","10 minute tag"
"302","WCNV.G2Cnt","WCNV.","G2Cnt","Number of activations of the generator 2 contactor","Count","Total Counter","Long","Live Value"
"303","WCNV.G2Cnt_10m_End","WCNV.","G2Cnt_10m_End","Number of activations of the generator 2 contactor","Count","Endvalue","Long","10 minute tag"
"304","WCNV.G2OpTms","WCNV.","G2OpTms","Time the Generator 2 contactor has been activated","seconds","Total Counter","Long","Live Value"
"305","WCNV.G2OpTms_10m_End","WCNV.","G2OpTms_10m_End","Time the Generator 2 contactor has been activated","seconds","Endvalue","Long","10 minute tag"
"306","WCNV.GnA","WCNV.","GnA","Converter Generator Side Current","A","Live Value","Double","Live Value"
"307","WCNV.GnA1","WCNV.","GnA1","Converter Generator L1 Side Current","A","Live Value","Double","Live Value"
"308","WCNV.GnA2","WCNV.","GnA2","Converter Generator L2 Side Current","A","Live Value","Double","Live Value"
"309","WCNV.GnA3","WCNV.","GnA3","Converter Generator L3 Side Current","A","Live Value","Double","Live Value"
"310","WCNV.GnHz","WCNV.","GnHz","Generator Frequency","Hz","Live Value","Double","Live Value"
"311","WCNV.GnPF","WCNV.","GnPF","Power factor generator side","PF","Live Value","Double",""
"312","WCNV.GnPNV","WCNV.","GnPNV","Converter P-N Voltage Generator side","V","Live Value","Double","Live Value"
"313","WCNV.GnPNV_10m_Avg","WCNV.","GnPNV_10m_Avg","Converter P-N Voltage Generator side","V","Average","Double","10 minute tag"
"314","WCNV.GnPNV_10m_Max","WCNV.","GnPNV_10m_Max","Converter P-N Voltage Generator side","V","Maximum","Double","10 minute tag"
"315","WCNV.GnPNV_10m_Min","WCNV.","GnPNV_10m_Min","Converter P-N Voltage Generator side","V","Minimum","Double","10 minute tag"
"316","WCNV.GnPNV_10m_Std","WCNV.","GnPNV_10m_Std","Converter P-N Voltage Generator side","V","Standard Deviation","Double","10 minute tag"
"317","WCNV.GnPNV1","WCNV.","GnPNV1","Converter P-N L1 Voltage Generator side","V","Live Value","Double","Live Value"
"318","WCNV.GnPNV1_10m_Avg","WCNV.","GnPNV1_10m_Avg","Converter P-N L1 Voltage Generator side","V","Average","Double","10 minute tag"
"319","WCNV.GnPNV1_10m_Max","WCNV.","GnPNV1_10m_Max","Converter P-N L1 Voltage Generator side","V","Maximum","Double","10 minute tag"
"320","WCNV.GnPNV1_10m_Min","WCNV.","GnPNV1_10m_Min","Converter P-N L1 Voltage Generator side","V","Minimum","Double","10 minute tag"
"321","WCNV.GnPNV1_10m_Std","WCNV.","GnPNV1_10m_Std","Converter P-N L1 Voltage Generator side","V","Standard Deviation","Double","10 minute tag"
"322","WCNV.GnPNV2","WCNV.","GnPNV2","Converter P-N L2 Voltage Generator side","V","Live Value","Double","Live Value"
"323","WCNV.GnPNV2_10m_Avg","WCNV.","GnPNV2_10m_Avg","Converter P-N L2 Voltage Generator side","V","Average","Double","10 minute tag"
"324","WCNV.GnPNV2_10m_Max","WCNV.","GnPNV2_10m_Max","Converter P-N L2 Voltage Generator side","V","Maximum","Double","10 minute tag"
"325","WCNV.GnPNV2_10m_Min","WCNV.","GnPNV2_10m_Min","Converter P-N L2 Voltage Generator side","V","Minimum","Double","10 minute tag"
"326","WCNV.GnPNV2_10m_Std","WCNV.","GnPNV2_10m_Std","Converter P-N L2 Voltage Generator side","V","Standard Deviation","Double","10 minute tag"
"327","WCNV.GnPNV3","WCNV.","GnPNV3","Converter P-N L3 Voltage Generator side","V","Live Value","Double","Live Value"
"328","WCNV.GnPNV3_10m_Avg","WCNV.","GnPNV3_10m_Avg","Converter P-N L3 Voltage Generator side","V","Average","Double","10 minute tag"
"329","WCNV.GnPNV3_10m_Max","WCNV.","GnPNV3_10m_Max","Converter P-N L3 Voltage Generator side","V","Maximum","Double","10 minute tag"
"330","WCNV.GnPNV3_10m_Min","WCNV.","GnPNV3_10m_Min","Converter P-N L3 Voltage Generator side","V","Minimum","Double","10 minute tag"
"331","WCNV.GnPNV3_10m_Std","WCNV.","GnPNV3_10m_Std","Converter P-N L3 Voltage Generator side","V","Standard Deviation","Double","10 minute tag"
"332","WCNV.GnPPV","WCNV.","GnPPV","Converter P-P Voltage Generator side","V","Live Value","Double","Live Value"
"333","WCNV.GnTmp","WCNV.","GnTmp","Converter Generator Side Temp","°C","Live Value","Double","Live Value"
"334","WCNV.GnTmp_10m_Avg","WCNV.","GnTmp_10m_Avg","Converter Generator Side Temp","°C","Average","Double","10 minute tag"
"335","WCNV.GnTmp_10m_Max","WCNV.","GnTmp_10m_Max","Converter Generator Side Temp","°C","Maximum","Double","10 minute tag"
"336","WCNV.GnTmp_10m_Min","WCNV.","GnTmp_10m_Min","Converter Generator Side Temp","°C","Minimum","Double","10 minute tag"
"337","WCNV.GnTmp_10m_Std","WCNV.","GnTmp_10m_Std","Converter Generator Side Temp","°C","Standard Deviation","Double","10 minute tag"
"338","WCNV.GnTmp1","WCNV.","GnTmp1","Converter Generator L1 Side Temp","°C","Live Value","Double","Live Value"
"339","WCNV.GnTmp1_10m_Avg","WCNV.","GnTmp1_10m_Avg","Converter Generator L1 Side Temp","°C","Average","Double","10 minute tag"
"340","WCNV.GnTmp1_10m_Max","WCNV.","GnTmp1_10m_Max","Converter Generator L1 Side Temp","°C","Maximum","Double","10 minute tag"
"341","WCNV.GnTmp1_10m_Min","WCNV.","GnTmp1_10m_Min","Converter Generator L1 Side Temp","°C","Minimum","Double","10 minute tag"
"342","WCNV.GnTmp1_10m_Std","WCNV.","GnTmp1_10m_Std","Converter Generator L1 Side Temp","°C","Standard Deviation","Double","10 minute tag"
"343","WCNV.GnTmp2","WCNV.","GnTmp2","Converter Generator L2 Side Temp","°C","Live Value","Double","Live Value"
"344","WCNV.GnTmp2_10m_Avg","WCNV.","GnTmp2_10m_Avg","Converter Generator L2 Side Temp","°C","Average","Double","10 minute tag"
"345","WCNV.GnTmp2_10m_Max","WCNV.","GnTmp2_10m_Max","Converter Generator L2 Side Temp","°C","Maximum","Double","10 minute tag"
"346","WCNV.GnTmp2_10m_Min","WCNV.","GnTmp2_10m_Min","Converter Generator L2 Side Temp","°C","Minimum","Double","10 minute tag"
"347","WCNV.GnTmp2_10m_Std","WCNV.","GnTmp2_10m_Std","Converter Generator L2 Side Temp","°C","Standard Deviation","Double","10 minute tag"
"348","WCNV.GnTmp3","WCNV.","GnTmp3","Converter Generator L3 Side Temp","°C","Live Value","Double","Live Value"
"349","WCNV.GnTmp3_10m_Avg","WCNV.","GnTmp3_10m_Avg","Converter Generator L3 Side Temp","°C","Average","Double","10 minute tag"
"350","WCNV.GnTmp3_10m_Max","WCNV.","GnTmp3_10m_Max","Converter Generator L3 Side Temp","°C","Maximum","Double","10 minute tag"
"351","WCNV.GnTmp3_10m_Min","WCNV.","GnTmp3_10m_Min","Converter Generator L3 Side Temp","°C","Minimum","Double","10 minute tag"
"352","WCNV.GnTmp3_10m_Std","WCNV.","GnTmp3_10m_Std","Converter Generator L3 Side Temp","°C","Standard Deviation","Double","10 minute tag"
"353","WCNV.GriA","WCNV.","GriA","Converter Grid Side Current","A","Live Value","Double","Live Value"
"354","WCNV.GriA_10m_Avg","WCNV.","GriA_10m_Avg","Converter Grid Side Current","A","Average","Double","10 minute tag"
"355","WCNV.GriA_10m_Max","WCNV.","GriA_10m_Max","Converter Grid Side Current","A","Maximum","Double","10 minute tag"
"356","WCNV.GriA_10m_Min","WCNV.","GriA_10m_Min","Converter Grid Side Current","A","Minimum","Double","10 minute tag"
"357","WCNV.GriA_10m_Std","WCNV.","GriA_10m_Std","Converter Grid Side Current","A","Standard Deviation","Double","10 minute tag"
"358","WCNV.GriA1","WCNV.","GriA1","Converter Grid L1 Side Current","A","Live Value","Double","Live Value"
"359","WCNV.GriA1_10m_Avg","WCNV.","GriA1_10m_Avg","Converter Grid L1 Side Current","A","Average","Double","10 minute tag"
"360","WCNV.GriA1_10m_Max","WCNV.","GriA1_10m_Max","Converter Grid L1 Side Current","A","Maximum","Double","10 minute tag"
"361","WCNV.GriA1_10m_Min","WCNV.","GriA1_10m_Min","Converter Grid L1 Side Current","A","Minimum","Double","10 minute tag"
"362","WCNV.GriA1_10m_Std","WCNV.","GriA1_10m_Std","Converter Grid L1 Side Current","A","Standard Deviation","Double","10 minute tag"
"363","WCNV.GriA2","WCNV.","GriA2","Converter Grid L2 Side Current","A","Live Value","Double","Live Value"
"364","WCNV.GriA2_10m_Avg","WCNV.","GriA2_10m_Avg","Converter Grid L2 Side Current","A","Average","Double","10 minute tag"
